,0,1,2,3,4,5,6,7,8
0,-0.5094319665061677,0.03104990527499263,-2.8227647935406193,-3.3011573844777744,2.1886378903418615,-3.511305027992814,-0.00865460359047976,-0.4639874762777869,-0.610560417175293
1,-0.5094318723949618,0.026265291800846136,-3.6517160457287066,-6.2385112298868375,0.48342388290352645,-3.511304819774013,-0.008654506272240958,-0.4639873463022752,-0.610560417175293
2,-0.5094319072149212,0.01733362621198431,-2.9222387965587533,-6.6877541092531025,-0.9117514624833234,-3.5113048751080864,-0.008654492738335406,-0.46398738576506027,-0.610560417175293
3,0.2984550501942449,-0.013129090581046388,0.327250949272496,2.926800736693645,0.48342366518049795,-2.915975463313101,-0.008654606506497853,1.885884455854387,1.0141513347625732
4,-0.10548843711998923,0.005850355603015167,0.16146081506998944,1.367891574843177,0.793462775733379,-2.9159754826761137,-0.008654581815455864,-0.46398747934412843,-0.6105605363845825
5,-0.5094319200383453,0.03264489214060973,-2.3253937611774003,-5.658719841335034,1.2585211878224785,-2.9159754202276114,-0.008654511447940827,-0.4639873819133786,-0.610560417175293
6,-0.5094319763101876,0.024829845611992418,-1.5959164874801894,-4.468419376148333,0.6384431905338577,-2.9159753787992777,-0.008654600165282744,-0.46398745914441086,-0.610560417175293
7,-0.5094319648660086,0.03264469576459561,-2.159603621861306,-6.7415093468919665,1.1035015547230396,-2.9159754967557223,-0.008654601014560726,-0.4639874780436042,-0.610560417175293
8,-0.1054884414572117,0.008721202860292543,0.559357631590577,-0.5711460174072094,0.3284043757888335,-2.9159754680535777,-0.008654573788555497,-0.4639874868611522,-0.610560417175293
9,0.2984550705168507,-0.019668082437210188,1.1893607687282683,5.288203379359928,-0.7567319152710383,-2.915975610708942,-0.008654616023635153,1.8858847172387532,1.0141515731811523
10,0.2984551889626017,-0.015601145701910735,0.8246219550640064,3.3184482697556303,-0.4466930114638253,-2.3206464268285574,-0.008654575813414112,-0.46398750052395515,-0.6105605363845825
11,0.5004269212495447,-0.019987174452813505,0.26093491331031227,2.5351539511688084,0.6384432431942364,-2.3206464834322724,-0.008654807328378311,1.8858844480000496,1.0141513347625732
12,-0.509432087972435,0.01781232550976375,-0.833281140454809,-4.253397852004621,0.4834237393527636,-2.320646427181135,-0.00865459937920221,-0.46398745282804477,-0.610560417175293
13,0.29845500662010493,-0.015521477227050329,0.8246218438931947,3.172540156854335,0.17338468490054393,-2.320646445283989,-0.008654640153460291,-0.4639875016133392,-0.6105605363845825
14,-0.5094320020028675,0.024670295806466846,-2.3253938855215273,-4.261076828275264,0.7934627132168708,-1.7253170924582761,-0.008654607278074877,-0.4639874772534589,-0.610560417175293
15,-0.509432118023482,0.017014739062589435,-1.0653874823302498,-4.0383753819402095,0.328404205495354,-1.725317193524511,-0.008654609167329852,-0.46398753088433464,-0.610560417175293
16,-0.5094320869269149,0.019566586863483337,-1.4964424194908488,-3.020860995268739,0.948482101648259,-1.7253171484969152,-0.008654594795765025,-0.46398752322161885,-0.610560417175293
17,-0.5094319707399926,0.024829781918398908,-1.7617067686322745,-5.270912096418413,0.7934627597356942,-1.7253172284964133,-0.008654607970656869,-0.4639874582663053,-0.610560417175293
18,-0.10548840535367932,0.008721240554834697,0.5593575481533142,-0.11806391625336454,-0.2916735133185393,-1.7253171111530585,-0.008654563000366267,-0.4639874959334157,-0.610560417175293
19,-0.5094320771270784,0.024670288424880837,-2.4911842327770977,-5.793108388784402,0.9484821995068629,-1.7253171934996594,-0.008654697286613278,-0.46398753612831634,-0.610560417175293
20,-0.5094318894673107,0.032644923917926505,-4.149087023478193,-4.944539760718746,1.8785992141543213,-1.725316959593286,-0.008654522706592616,-0.4639873878147096,-0.610560417175293
21,0.2984549323972763,-0.012650662672793356,0.9904121414259339,3.195578580357438,0.01836522568593857,-1.7253172226882092,0.039872869076429396,-0.4639876509451164,1.0141510963439941
22,0.29845516737864475,-0.011853060649250069,-0.23643591754001636,0.4694068597616713,0.018365419314368525,-1.7253170760272645,0.03987312236493945,-0.4639874420097345,1.0141513347625732
23,0.2984550318586455,-0.011853190020303085,-0.17011993508397855,1.2680598226303776,0.4834236853412297,-1.7253171438290258,0.03987289410738584,-0.46398747406922014,1.0141513347625732
24,0.29845509125060277,-0.0185517199607248,1.255676640516576,3.994231360387568,-1.0667710743626424,-1.12998789135137,-0.008654626110007335,1.8858846955751565,1.0141515731811523
25,0.29845518607189836,-0.011693531825041958,0.8246220334712502,2.070552913378041,-0.2916735359189452,-1.1299879582940167,-0.008654587298893901,-0.463987501134997,-0.6105605363845825
26,-0.1054885859251633,0.008721134725312663,0.16146069196932,-3.03622004973443,-0.44669317700730193,-1.1299879643361725,-0.00865461286917979,-0.46398754728389147,-0.610560417175293
27,0.29845516860285537,-0.012012488890571271,0.2609349910823988,1.924645062796546,0.1733849131757219,-1.1299879683503131,-0.008654583899657675,1.8858847344327432,1.0141513347625732
28,-0.1054882787853253,0.008721332612144472,-0.004329461855263839,-1.7998430891470263,-0.13665394819142307,-0.534658663974678,-0.008654575413196808,-0.4639874281692118,-0.610560417175293
29,-0.5094318482010349,0.010635212335147304,-0.17011981419775513,-0.8859997190762336,0.6384433266972834,-0.5346587631413489,-0.008654572795577575,-0.46398750321850923,-0.6105605363845825
30,0.2984551618345064,-0.015680836267132126,0.9904122876117967,3.1456625279774553,-0.13665403482201155,-0.5346587457623859,-0.008654573877592053,1.885884698216862,1.0141515731811523
31,-0.10548855195779122,-0.0038787218690333747,0.2609347704001547,0.02400393582832444,0.32840417764567137,-0.5346588323833334,-0.008654638797614245,-0.46398749497390146,-0.6105605363845825
32,-0.10548853614618947,0.005850166908190735,0.493041177953606,-0.847603098824913,-0.44669318486389353,-0.5346588227528306,-0.008654645052258658,-0.46398750301524383,-0.6105605363845825
33,0.2984551053728887,-0.011853120064488382,0.22777685137606002,0.17375151661708768,0.32840432781201256,-0.5346587155982543,0.03987290024210399,-0.463987493193301,1.0141513347625732
34,0.2984549849569458,-0.015521499336260014,0.8577799568183728,2.8231297391803043,-0.6637206608730721,0.06067042242817022,-0.00865478167395306,-0.4639876250124012,-0.6105606555938721
35,-0.5094320920499298,0.017493113908279234,-1.1648617456781691,-4.7026400630742895,0.7934625963122359,0.06067038309013428,-0.008654597119266416,-0.4639875070927353,-0.610560417175293
36,-0.10548844952321079,0.0058503964259877805,0.49304144244145676,-0.3638033712545165,-0.6327164797252773,0.06067054296237534,-0.008654582690233448,-0.4639874873291102,-0.6105605363845825
37,0.2984551233187731,-0.017594848787373607,1.7530475438343316,3.6678586419947004,-2.058895854936492,0.06067049333341745,-0.008654633672382284,-0.46398750572771963,-0.610560417175293
38,0.29845513710401184,-0.01679719236511712,1.1562026622581358,4.044147822173074,0.4214162110081707,0.06067052869027556,0.039873173023345476,-0.46398745471466407,1.0141515731811523
39,-0.1054883149280672,0.004734115778754822,0.16146087043286506,-2.537061449992355,-0.6637204283765237,0.06067056843423102,-0.008654603470737765,-0.46398743807970155,-0.610560417175293
40,0.29845531017793236,-0.017594661710353066,1.1562026979220614,3.840644619959427,-0.44669287744946296,0.06067069192336172,-0.00865439204203211,1.8858846446850315,1.0141515731811523
41,0.2984551729723117,-0.01568073482651622,0.9904123383607457,3.2070977833288286,-0.26066949816331775,0.06067052047500354,-0.008654587382139756,1.8858846677899628,1.0141515731811523
42,-0.5094319277956725,0.0246703681687519,-1.3306519018778102,-4.088290977285469,1.1035017555819724,0.060670457591507354,-0.008654600746988983,-0.4639875139180023,-0.610560417175293
43,0.2984551336719776,-0.016797365865387714,1.885679945342301,3.859842914663661,-1.8418682571042204,1.2513289323534886,0.03987286843374216,-0.46398752172817326,1.0141515731811523
44,0.29845515739372575,-0.015521306135422908,1.2888348180235236,4.570183524592505,0.35940840379667716,1.2513289617252572,-0.008654605734736975,-0.4639874461095843,-0.610560417175293
45,0.2984551448127375,-0.01871119393959253,1.753047595982114,3.859842971811759,-1.1907863435627366,1.251329050711652,-0.008654618475377518,1.8858846753765457,1.0141515731811523
46,-0.10548853522717744,0.0007465139631961937,0.3272509022862298,-0.6325810153101277,-0.8187401702270191,1.2513288495975972,-0.008654637607890675,-0.46398749853059706,-0.6105605363845825
47,-0.10548844953529071,0.0007466687719684395,0.6588317095793333,-0.3062082431963053,-0.3536815828174604,1.2513289282491291,-0.00865458456662166,-0.46398749469087763,-0.6105605363845825
